,title,star,review,Cleaned
288,Amin Salehi,5.0,باسلام .مکانی بسیار زیبا و دلنشین و هوای خنک .دارای سکو و سوعیت معمولی که سکو رو تقریبا10 تومن اجاره میدن و سوعیت رو حدودا بین 30 و 40 اجاره میدن اما سوعیت بسیارمعمولی و امکاناتی نداره فقط یه سقف بالا سرتونه معمولا...جابرای پارک ماشین هم تقریبا 10 تومن میگیرن ..اصلا اصلا به هیچ وجه آخر هفته تشریف نبرین 1 کیلومتر آخر منتهی به آبشار که سکوها و سوعیت وپارکینگ هستش جاده باریک وفقط یک ماشین رد میشه وآخرهفته برین مبتلا میشین گرفتار ترافیک میشین..توی مسیر جاده لردگان به آتشگاه بچه های زیادی جلوی ماشین میان ودرخواست پول میکنند لطفا به این بچه ها پولی ندین تا بتونن دنبال درس وآینده شون برن نه اینکه مزه گدایی زیر زبونشون شیرین بشه....جاده درحال اسفالت هستش اما فعلا اکثر جاده خاکی هستش...درنهایت اگرچاره ای جز آخرهفته ندارین پیشنهادمیکنم به 1 کیلومتری آبشار که رسیدین خودروی خود رو پارک کنید وبا الاغ اجاره ای که در اونجا موجود هست و کرایش در حال حاضر5 تومن تشریف ببرین تا نزدیکی آبشارها ‌..درکل 7 آبشار داره که بعد از سکو وسوعیت ها اولین آبشار 15 دقیقه و بعدی 25 دقیقه وبه همین شکل به آبشارهای بعدی میرسین..امیدورام توضیحاتم کامل باشه😁,باسلام مکانی بسیار زیبا و دلنشین و هوای خنک دارای سکو و سوعیت معمولی که سکو رو تقریبا10 تومن اجاره میدن و سوعیت رو حدودا بین 30 و 40 اجاره میدن اما سوعیت بسیارمعمولی و امکاناتی نداره فقط یه سقف بالا سرتونه معمولا جابرای پارک ماشین هم تقریبا 10 تومن میگیرن اصلا اصلا به هیچ وجه آخر هفته تشریف نبرین 1 کیلومتر آخر منتهی به آبشار که سکوها و سوعیت وپارکینگ هستش جاده باریک وفقط یک ماشین رد میشه وآخرهفته برین مبتلا میشین گرفتار ترافیک میشین توی مسیر جاده لردگان به آتشگاه بچه های زیادی جلوی ماشین میان ودرخواست پول میکنند لطفا به این بچه ها پولی ندین تا بتونن دنبال درس وآینده شون برن نه اینکه مزه گدایی زیر زبونشون شیرین بشه جاده درحال اسفالت هستش اما فعلا اکثر جاده خاکی هستش درنهایت اگرچاره ای جز آخرهفته ندارین پیشنهادمیکنم به 1 کیلومتری آبشار که رسیدین خودروی خود رو پارک کنید وبا الاغ اجاره ای که در اونجا موجود هست و کرایش در حال حاضر5 تومن تشریف ببرین تا نزدیکی آبشارها ‌ درکل 7 آبشار داره که بعد از سکو وسوعیت ها اولین آبشار 15 دقیقه و بعدی 25 دقیقه وبه همین شکل به آبشارهای بعدی میرسین امیدورام توضیحاتم کامل باشه emoji 
289,pedram Q,4.0,یکی از آبشارهای بکر و زیبای ایران در منطقه لردگان است. سفر و تماشای آن را به همه توصیه میکنم. ولی متاسفانه مردم منطقه از فقر فرهنگی عمیقی رنج می برند. تمایل زیادی به درگیری با توریست ها یا خراب کردن و دزدی اموالشان دارند. تا حد امکان از درگیری با ایشان پرهیز کنید. برای کودکان بومی خوراکی ببرید. از پرداخت پول به کودکان خودداری کنید,یکی از آبشارهای بکر و زیبای ایران در منطقه لردگان است سفر و تماشای آن را به همه توصیه میکنم ولی متاسفانه مردم منطقه از فقر فرهنگی عمیقی رنج می برند تمایل زیادی به درگیری با توریست ها یا خراب کردن و دزدی اموالشان دارند تا حد امکان از درگیری با ایشان پرهیز کنید برای کودکان بومی خوراکی ببرید از پرداخت پول به کودکان خودداری کنید
290,Z.N.I,4.0,مراقب زیبایی‌های تکرار نشدنی این طبیعت باشیم,مراقب زیبایی‌های تکرار نشدنی این طبیعت باشیم
291,eset nod,1.0,با خانواده نرید ما مجردی و ده نفره با سه تا ماشین رفتیم و جلوی ماشین اولی رو گرفتن که پول بگیرن دیدن تعدامون زیاده و شریم و باج نمیدیم بیخیال شدن وگرنه معلوم نبود این توله سگا چقدر سنگ میزدن به ماشین,با خانواده نرید ما مجردی و ده نفره با سه تا ماشین رفتیم و جلوی ماشین اولی رو گرفتن که پول بگیرن دیدن تعدامون زیاده و شریم و باج نمیدیم بیخیال شدن وگرنه معلوم نبود این توله سگا چقدر سنگ میزدن به ماشین
292,Hossein sh,5.0,آبشارهای فوق العاده زیبا,آبشارهای فوق العاده زیبا
293,جواد محمدی,2.0,از لحاظ طبیعت و با صفا بودن ارزش یک بار رفتن را داره ولی از لحاظ برخورد زشت مردم بومی آنجا از قبیل سنگ پرانی و درخواست پول به کسی نمیچسبه,از لحاظ طبیعت و با صفا بودن ارزش یک بار رفتن را داره ولی از لحاظ برخورد زشت مردم بومی آنجا از قبیل سنگ پرانی و درخواست پول به کسی نمیچسبه
294,rahmat b,1.0,شاید آبشار خوب باشد. ولی مسیر لردگان تا آبشار اصلا امنیت نداره و جاده خوبی نیست. بین راه بچه های روستایی جلوی ماشین را می‌بندند و تا پول نگیرند اجازه نداری بری و در کل فقر فرهنگی و بی شعوری پدر و مادر ها هست.,شاید آبشار خوب باشد ولی مسیر لردگان تا آبشار اصلا امنیت نداره و جاده خوبی نیست بین راه بچه های روستایی جلوی ماشین را می‌بندند و تا پول نگیرند اجازه نداری بری و در کل فقر فرهنگی و بی شعوری پدر و مادر ها هست 
295,Nima Deh,4.0,فضای عالی و بسیار زیبا اما خب بچه ها که برای پول دنبال ماشین میدون و سنگ و چوب پرتاب میکنن آزار دهندس,فضای عالی و بسیار زیبا اما خب بچه ها که برای پول دنبال ماشین میدون و سنگ و چوب پرتاب میکنن آزار دهندس
296,rainbow,1.0,آبشار لردگان جای خنک و باصفائیه ولی اصلا بهتون پیشنهاد نمیکنم که برید چرا که انسان های وحشی ، دزد و کاملا بی فرهنگ داره و بویی از انسانیت محلی هاش نبردند. کافیه پنجره ماشینتون پایین باشه تا هرچی رو چشم و تو دست و توی ماشینتونه در عرض یک ثانیه ده نفر حمله میکنن و دزدی میکنن از خوراکی گرفته تا عینک کنترل ضبط پول گوشی و...... اگر شیشه ها بالا باشه و دست گدایی به سمتتون دراز کردند ۲راه دارید یکی پول بدید که هی بازم میخوان و ول کن نیستن و دوم پارو بزارید رو گاز و فرار کنید چرا که اگر پول ندید چندین نفری از همه جا سنگ پرت میکنن سمت ماشینتون و نابود میکنن ماشینو بخدا.ما هم فکر میکردیم حتما بقیه یه کاری میکنن یه چیزی میگن که اینا این رفتارو میکنن ولی خدایی هیچ کاری نکردیم فقط رد شدیم و با اینکه خانواده بودیم دیدیم سنگ بارونمون کردن و کلی خسارت رنگ و شیشه با ماشبن وارد کردند. در کل هیچیش نمی ارزه که رفت اونجا.اگر از اصفهان میرید این ۴ ساعت راه اصلا اصلا ارزششو نداره و خدایی نکرده سالم هم بر نمیگردید.,آبشار لردگان جای خنک و باصفاییه ولی اصلا بهتون پیشنهاد نمیکنم که برید چرا که انسان های وحشی دزد و کاملا بی فرهنگ داره و بویی از انسانیت محلی هاش نبردند کافیه پنجره ماشینتون پایین باشه تا هرچی رو چشم و تو دست و توی ماشینتونه در عرض یک ثانیه ده نفر حمله میکنن و دزدی میکنن از خوراکی گرفته تا عینک کنترل ضبط پول گوشی و اگر شیشه ها بالا باشه و دست گدایی به سمتتون دراز کردند 2راه دارید یکی پول بدید که هی بازم میخوان و ول کن نیستن و دوم پارو بزارید رو گاز و فرار کنید چرا که اگر پول ندید چندین نفری از همه جا سنگ پرت میکنن سمت ماشینتون و نابود میکنن ماشینو بخدا ما هم فکر میکردیم حتما بقیه یه کاری میکنن یه چیزی میگن که اینا این رفتارو میکنن ولی خدایی هیچ کاری نکردیم فقط رد شدیم و با اینکه خانواده بودیم دیدیم سنگ بارونمون کردن و کلی خسارت رنگ و شیشه با ماشبن وارد کردند در کل هیچیش نمی ارزه که رفت اونجا اگر از اصفهان میرید این 4 ساعت راه اصلا اصلا ارزششو نداره و خدایی نکرده سالم هم بر نمیگردید 
297,Arman K,3.0,از نظر طبیعی جای بسیار قشنگیه ولی بخاطر شلوغی زیاد و سهل الوصول بودنش خیلی دیگه همه گیر شده و تقریبا لذت دنج بودن یه طبیعت ناب و دست نخورده را ممکنه بهتون نده ولی برای یک بار بد نیس که برید ,از نظر طبیعی جای بسیار قشنگیه ولی بخاطر شلوغی زیاد و سهل الوصول بودنش خیلی دیگه همه گیر شده و تقریبا لذت دنج بودن یه طبیعت ناب و دست نخورده را ممکنه بهتون نده ولی برای یک بار بد نیس که برید
