Id,title,star,review,Cleaned,label
47,Mehran Moradi,2,چشمه پیر غار واقع شهر فارسان استان وهار محال بختیاری شلوغ ترین چشمه اطراف میشه نشستن روزهای شلوغ تعطیل کسایی بیدار زود ندارن زود بری اونجا مشکل خصوصی جادر رود گرفتن هزینه ناچیز قبال 12 ساعت گرفتن چشمه شوید سوپر مارکتی داخل سرچشمه نمایید سکویی,چشمه پیر غار واقع شهر فارسان استان وهار محال بختیاری شلوغ ترین چشمه اطراف میشه نشستن روزهای شلوغ تعطیل کسایی بیدار زود ندارن زود بری اونجا مشکل خصوصی جادر رود گرفتن هزینه ناچیز قبال 12 ساعت گرفتن چشمه شوید سوپر مارکتی داخل سرچشمه نمایید سکویی,-1
48,Mohammadreza Nazemi,1,بشار مکان فصلی هست تابستان خشک هست چشمه آب داره آبش کثیف آلاچیق موندن داره امسال 97 ورودی میگیرن مکان العاده کثیف هست پیشنهاد میکنم وقتتون هدر ندید,بشار مکان فصلی هست تابستان خشک هست چشمه آب داره آبش کثیف آلاچیق موندن داره امسال 97 ورودی میگیرن مکان العاده کثیف هست پیشنهاد میکنم وقتتون هدر ندید,-1
49,Raoof Riazipour,4,ماندن روز غیر تعطیل مکان مطبوعیست پارکینگ سر ممکنه بسته گیت ورودی,ماندن روز غیر تعطیل مکان مطبوعیست پارکینگ سر ممکنه بسته گیت ورودی,1
50,محمد شاکری,4,شلوغ میشه یه مکان تفریحی هست سنگ نبشته ی اونجا چندان قدمتی نداره هرچند قدر واجد ارزش هست,شلوغ میشه یه مکان تفریحی هست سنگ نبشته ی اونجا چندان قدمتی نداره هرچند قدر واجد ارزش هست,1
51,mehdi shamoli,4,پیرغار مکانی دیدنی شهرستان فارسان روستای ده چشمه استان چهارمحال بختیاری سنگنوشته تاریخ مشروطه واقع روستای ده چشمه دستور سردار اسعد بختیاری حک گردید,پیرغار مکانی دیدنی شهرستان فارسان روستای ده چشمه استان چهارمحال بختیاری سنگنوشته تاریخ مشروطه واقع روستای ده چشمه دستور سردار اسعد بختیاری حک گردید,1
52,مسعود پیمانی,5,روز زندگی,روز زندگی,1
53,sareh doozandeh,3,سرسبز زیبایی فارسان سفر کردید سری پیرغار,سرسبز زیبایی فارسان سفر کردید سری پیرغار,0
54,ismail mirzaei,4,منطقه زیبا دلنشین فضای اطراف سکو امکانات رفاهی تدارک دیده جهت پارکینگ فضا چرداخت هزینه,منطقه زیبا دلنشین فضای اطراف سکو امکانات رفاهی تدارک دیده جهت پارکینگ فضا چرداخت هزینه,1
55,ruhollah abbasi,3,قشنگیه فرهنگن خدمات خاصی نمیدن افتادن چپ راست پول بده,قشنگیه فرهنگن خدمات خاصی نمیدن افتادن چپ راست پول بده,0
56,حسین اکبری,5,مکانی بکر آبشاری زیبا emoji 🏼 emoji 🏼 emoji 🏼 emoji 🏼,مکانی بکر آبشاری زیبا emoji 🏼 emoji 🏼 emoji 🏼 emoji 🏼,1
57,ایمان فروغی,1,رفتار مرد منطقه مخصوصا پیمانکار شهرداری پیرغار اصلا خوب نیس سکویی50 تومن غروب آفتاب تادم ساعت حدودا 9میگیره بخوای وایسی میگیره نظافت خوب دشتشویی کییف ودور جاده خوب گران فروش واز طبیعت یه چشمه آب زلال چشم انداز خوبی نداره,رفتار مرد منطقه مخصوصا پیمانکار شهرداری پیرغار اصلا خوب نیس سکویی50 تومن غروب آفتاب تادم ساعت حدودا 9میگیره بخوای وایسی میگیره نظافت خوب دشتشویی کییف ودور جاده خوب گران فروش واز طبیعت یه چشمه آب زلال چشم انداز خوبی نداره,-1
58,مهدی عزیزی,4,جالب دیدنی,جالب دیدنی,1
59,ham jo,2,بهداشت شویی راپلمپ زیباست کاش سرمایه گزاری اوایل فروردین آبشار پیر غار جلوه زیباتری مکان,بهداشت شویی راپلمپ زیباست کاش سرمایه گزاری اوایل فروردین آبشار پیر غار جلوه زیباتری مکان,-1
60,Aria Karami,3,محیطی آب‌وهوای خوب استراحت محدود انبوه جمعیت مدیریت خوب پارکینگ؛ ١ وضعیت سرویس بهداشتی بد ٢ هرچه رود ابتدای چشمه دورتر میشویم محیط کثیف‌تر,محیطی آب‌وهوای خوب استراحت محدود انبوه جمعیت مدیریت خوب پارکینگ؛ ١ وضعیت سرویس بهداشتی بد ٢ هرچه رود ابتدای چشمه دورتر میشویم محیط کثیف‌تر,0
61,hosein,5,قشنگ ومناسب چندین ساعت,قشنگ ومناسب چندین ساعت,1
62,علی رضا خسروانیان,4,مکان مطلوب اقامت خانواده‌ها تفریح سالم بازدید مکان تفریحی تاریخی کیسه زباله همراه باشید,مکان مطلوب اقامت خانواده‌ها تفریح سالم بازدید مکان تفریحی تاریخی کیسه زباله همراه باشید,1
63,m ali,4,زیباییه معمولا شلوغه آب هوای مطبوعی تیرماه محل تجربه پارکینگ خودرو داره پیاده نداره نشستن استراحت داره یه هزینه براش دریافت میشه بخاد بمونه میتونه چادر بزنه سوییت کرایه,زیباییه معمولا شلوغه آب هوای مطبوعی تیرماه محل تجربه پارکینگ خودرو داره پیاده نداره نشستن استراحت داره یه هزینه براش دریافت میشه بخاد بمونه میتونه چادر بزنه سوییت کرایه,1
64,Mohammad Yousefi,3,صفای شلوغی شلوغی مردم منطقه اخر هفته شون اون صورتا جالب توقف نکردم لذت خاصی نبردم خنک جنوبی توی داغ تابستون چسبید هواش توی اون منطقه خونه باغهای اجاره صفایی هست,صفای شلوغی شلوغی مردم منطقه اخر هفته شون اون صورتا جالب توقف نکردم لذت خاصی نبردم خنک جنوبی توی داغ تابستون چسبید هواش توی اون منطقه خونه باغهای اجاره صفایی هست,0
65,R Maktoobian,4,سکوهای نشستن آب پولی قسمتهایی قسمت ورودی شبهای خنکی داره هوای خنک مکانی زیبا صدای آب رودخونه خروشان,سکوهای نشستن آب پولی قسمتهایی قسمت ورودی شبهای خنکی داره هوای خنک مکانی زیبا صدای آب رودخونه خروشان,1
66,arash,4,استان چهارمحال بختیاری استان‌های جنوب غربی زاگرس جاذبه‌های تاریخی گردشگری شرایط توپوگرافی اقلیمی استان بارش‌های قابل‌توجه برف باران ایجاد جاذبه‌های تاریخی گردشگری استان بی‌نظیر روستای ده چشمه روستاهای گردشگری استان چهارمحال بختیاری شهرستان فارسان استان مجاور روستای ده چشمه منطقه گردشگری «پیر غار» به‌واسطه آثار تاریخی گردشگری فراوان گرفتن جاذبه‌های تاریخی طبیعی شهرت پیداکرده,استان چهارمحال بختیاری استان‌های جنوب غربی زاگرس جاذبه‌های تاریخی گردشگری شرایط توپوگرافی اقلیمی استان بارش‌های قابل‌توجه برف باران ایجاد جاذبه‌های تاریخی گردشگری استان بی‌نظیر روستای ده چشمه روستاهای گردشگری استان چهارمحال بختیاری شهرستان فارسان استان مجاور روستای ده چشمه منطقه گردشگری «پیر غار» به‌واسطه آثار تاریخی گردشگری فراوان گرفتن جاذبه‌های تاریخی طبیعی شهرت پیداکرده,1
67,Reza Arabi,5,عالیست,عالیست,1
68,محمدرضا اسحاقی,2,رابطه مهر 1398 هست مکان زیبا خوش اب هوایی هست کثیف هست اشغال امکانات ساخت جهت اسایش گردشگر,رابطه مهر 1398 هست مکان زیبا خوش اب هوایی هست کثیف هست اشغال امکانات ساخت جهت اسایش گردشگر,-1
69,Jim Jan,4,زیبا همراه امکانات رفاهی,زیبا همراه امکانات رفاهی,1
70,Ali Abbaszadeh,4,زیبا خوش آب هوا یه پله اونجاست 300پله تهش هیچی پیشنهاد میدم کنجکاوی دستتان نده راهو برید,زیبا خوش آب هوا یه پله اونجاست 300پله تهش هیچی پیشنهاد میدم کنجکاوی دستتان نده راهو برید,1
